,가장 많이 참여한 여가활동 (1순위),가장 만족스런 여가활동 (1순위),응답자 성별,연령,가구 소득,여가활동을 위한 월 평균 지출액,가장 많이 참여한 1순위 여가활동 동반자1,일주일 여가시간
5755,TV시청(IPTV포함),63,2,6,4,100000,1,41.0
5756,TV시청(IPTV포함),86,1,4,3,500000,1,36.0
5757,요가/필라테스/태보,30,2,3,3,250000,1,7.0
5758,TV시청(IPTV포함),63,2,4,4,150000,2,46.0
5759,게임(온라인/모바일/콘솔게임등),59,1,1,5,10000,3,56.0
5760,TV시청(IPTV포함),65,2,3,5,50000,2,37.0
5761,"모바일컨텐츠,동영상,VOD시청",29,1,5,6,200000,1,20.0
5762,헬스(보디빌딩)/에어로빅,29,2,4,7,100000,1,28.0
5763,TV시청(IPTV포함),34,2,4,6,100000,2,46.0
5764,"모바일컨텐츠,동영상,VOD시청",25,2,5,4,200000,1,28.0
5765,"모바일컨텐츠,동영상,VOD시청",39,2,2,7,200000,1,32.0
5766,TV시청(IPTV포함),86,2,4,4,400000,1,36.0
5767,"모바일컨텐츠,동영상,VOD시청",29,1,4,6,100000,1,25.0
5768,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,1,4,6,200000,2,14.0
5769,TV시청(IPTV포함),86,1,5,7,150000,2,27.0
5770,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),41,2,2,1,150000,3,55.0
5771,TV시청(IPTV포함),41,1,3,6,300000,2,42.0
5772,"모바일컨텐츠,동영상,VOD시청",41,2,3,1,200000,1,14.0
5773,TV시청(IPTV포함),29,1,4,7,400000,2,47.0
5774,산책및걷기,56,1,6,7,400000,2,36.0
5775,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,5,5,200000,6,31.0
5776,친구만남/이성교제/미팅/소개팅,86,1,3,7,500000,3,14.0
5777,인터넷검색/1인미디어제작/SNS,29,1,2,5,500000,1,40.0
5778,TV시청(IPTV포함),63,1,4,6,400000,2,36.0
5779,"테니스,스쿼시",21,1,4,4,1000000,5,36.0
5780,"전시회관람(미술,사진,건축,디자인등)",59,1,1,4,50000,1,50.0
5781,인터넷검색/1인미디어제작/SNS,86,1,1,5,100000,1,32.0
5782,음악감상,1,1,2,5,100000,1,45.0
5783,독서(웹소설포함),65,2,4,7,100000,1,36.0
5784,"모바일컨텐츠,동영상,VOD시청",48,2,3,6,200000,1,31.0
5785,헬스(보디빌딩)/에어로빅,29,1,2,3,80000,1,32.0
5786,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,1,2,7,200000,3,38.0
5787,TV시청(IPTV포함),20,1,3,6,300000,1,33.0
5788,"모바일컨텐츠,동영상,VOD시청",20,1,2,7,200000,1,20.0
5789,"전시회관람(미술,사진,건축,디자인등)",71,2,5,7,20000,2,16.0
5790,"모바일컨텐츠,동영상,VOD시청",75,1,2,4,50000,1,35.0
5791,TV시청(IPTV포함),74,1,5,7,5200000,1,37.0
5792,TV시청(IPTV포함),86,1,6,5,300000,1,46.0
5793,"원예(화분,화단가꾸기등)",1,2,3,4,20000,1,70.0
5794,쇼핑/외식,63,2,5,7,300000,2,18.0
5795,인터넷검색/1인미디어제작/SNS,58,2,5,6,50000,1,23.0
5796,TV시청(IPTV포함),64,1,6,3,50000,1,28.0
5797,TV시청(IPTV포함),48,2,5,5,400000,2,40.0
5798,TV시청(IPTV포함),74,2,3,5,150000,2,30.0
5799,쇼핑/외식,74,2,5,7,100000,1,29.0
5800,자연명승및풍경관람,38,2,5,6,250000,2,26.0
5801,반려동물돌보기,52,2,2,2,100000,1,27.0
5802,"격투스포츠(태권도,유도,합기도,검도,권투등)",33,1,4,5,400000,4,9.0
5803,종교활동,81,1,4,7,1000000,2,25.0
5804,친구만남/이성교제/미팅/소개팅,86,1,2,7,150000,3,18.0
5805,게임(온라인/모바일/콘솔게임등),7,1,2,5,100000,1,41.0
5806,인터넷검색/1인미디어제작/SNS,29,1,2,5,150000,1,32.0
5807,게임(온라인/모바일/콘솔게임등),59,1,4,4,300000,1,40.0
5808,게임(온라인/모바일/콘솔게임등),42,1,2,7,500000,1,54.0
5809,"모바일컨텐츠,동영상,VOD시청",52,2,2,4,150000,1,70.0
5810,음악감상,25,1,3,4,300000,1,35.0
5811,친구만남/이성교제/미팅/소개팅,86,2,5,7,50000,3,11.0
5812,TV시청(IPTV포함),58,2,3,7,300000,2,31.0
5813,인터넷검색/1인미디어제작/SNS,41,2,4,7,50000,1,18.0
5814,산책및걷기,55,2,2,5,200000,1,32.0
5815,TV시청(IPTV포함),48,1,4,2,150000,1,17.0
5816,"농구,배구,야구,축구,족구",68,1,4,6,300000,2,34.0
5817,헬스(보디빌딩)/에어로빅,29,1,2,4,1000000,1,36.0
5818,"모바일컨텐츠,동영상,VOD시청",75,2,2,4,100000,2,25.0
5819,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,4,6,200000,1,32.0
5820,산책및걷기,84,2,6,2,200000,1,32.0
5821,헬스(보디빌딩)/에어로빅,56,1,4,7,150000,1,19.0
5822,친구만남/이성교제/미팅/소개팅,86,1,3,6,150000,3,15.0
5823,"모바일컨텐츠,동영상,VOD시청",16,1,3,7,500000,1,31.0
5824,인터넷검색/1인미디어제작/SNS,39,2,4,5,100000,1,25.0
5825,"모바일컨텐츠,동영상,VOD시청",20,2,3,5,50000,1,14.0
5826,"농구,배구,야구,축구,족구",20,1,2,7,600000,3,70.0
5827,쇼핑/외식,63,2,4,5,100000,3,21.0
5828,인터넷검색/1인미디어제작/SNS,7,1,2,5,30000,1,22.0
5829,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",20,1,4,5,200000,1,18.0
5830,TV시청(IPTV포함),74,1,4,5,150000,2,32.0
5831,인터넷검색/1인미디어제작/SNS,59,1,3,7,200000,1,32.0
5832,"전시회관람(미술,사진,건축,디자인등)",1,2,2,6,50000,1,25.0
5833,산책및걷기,71,1,7,7,300000,1,70.0
5834,TV시청(IPTV포함),39,1,4,6,50000,2,11.0
5835,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),53,2,1,6,30000,3,23.0
5836,게임(온라인/모바일/콘솔게임등),77,1,2,4,300000,1,40.0
5837,TV시청(IPTV포함),1,2,6,4,150000,2,30.0
5838,친구만남/이성교제/미팅/소개팅,86,2,2,6,50000,3,23.0
5839,인터넷검색/1인미디어제작/SNS,42,2,2,4,200000,1,56.0
5840,TV시청(IPTV포함),58,2,4,4,50000,2,39.0
5841,"모바일컨텐츠,동영상,VOD시청",65,2,2,7,60000,1,29.0
5842,TV시청(IPTV포함),1,2,2,4,450000,1,26.0
5843,"생활공예(십자수,비즈공예)",50,2,4,4,70000,1,22.0
5844,TV시청(IPTV포함),40,2,6,4,100000,2,30.0
5845,영화관람,52,2,2,7,80000,1,32.0
5846,요가/필라테스/태보,39,2,5,6,50000,1,28.0
5847,"모바일컨텐츠,동영상,VOD시청",41,2,3,4,100000,1,64.0
5848,"모바일컨텐츠,동영상,VOD시청",29,1,2,6,100000,1,35.0
5849,헬스(보디빌딩)/에어로빅,54,2,3,4,200000,1,21.0
5850,산책및걷기,71,2,4,6,0,1,23.0
5851,헬스(보디빌딩)/에어로빅,42,2,3,7,50000,1,18.0
5852,헬스(보디빌딩)/에어로빅,29,1,4,4,50000,1,22.0
5853,"모바일컨텐츠,동영상,VOD시청",29,2,1,4,150000,1,21.0
5854,TV시청(IPTV포함),30,2,2,2,200000,1,29.0
5855,요리하기/다도,51,2,5,6,0,1,18.0
5856,헬스(보디빌딩)/에어로빅,29,2,4,4,200000,2,24.0
5857,음악감상,27,1,1,3,30000,1,18.0
5858,인터넷검색/1인미디어제작/SNS,59,2,3,4,50000,1,21.0
5859,TV시청(IPTV포함),87,2,5,6,200000,3,70.0
5860,TV시청(IPTV포함),25,2,6,1,300000,1,28.0
5861,TV시청(IPTV포함),24,2,4,2,200000,2,32.0
5862,산책및걷기,71,2,4,6,50000,2,23.0
5863,라디오/팟캐스트청취,30,2,4,3,70000,1,16.0
5864,헬스(보디빌딩)/에어로빅,29,2,2,6,200000,1,22.0
5865,"미용(피부관리,헤어관리,네일아트,마사지,성형등)",63,2,2,2,300000,1,26.0
5866,인터넷검색/1인미디어제작/SNS,42,2,2,5,300000,1,18.0
5867,게임(온라인/모바일/콘솔게임등),59,1,2,5,300000,1,40.0
5868,TV시청(IPTV포함),30,2,3,6,30000,2,18.0
5869,영화관람,7,1,3,5,100000,2,35.0
5870,헬스(보디빌딩)/에어로빅,1,1,3,5,200000,1,25.0
5871,TV시청(IPTV포함),31,1,4,4,270000,2,25.0
5872,TV시청(IPTV포함),63,2,4,4,100000,1,42.0
5873,"원예(화분,화단가꾸기등)",51,2,6,7,100000,1,37.0
5874,TV시청(IPTV포함),41,1,2,5,200000,1,28.0
5875,영화관람,7,2,2,7,300000,1,14.0
5876,TV시청(IPTV포함),39,2,6,4,70000,1,30.0
5877,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,2,7,100000,3,25.0
5878,TV시청(IPTV포함),39,2,5,7,100000,2,20.0
5879,음악감상,77,2,1,4,50000,1,37.0
5880,"모바일컨텐츠,동영상,VOD시청",63,2,2,6,20000,1,50.0
5881,음악감상,58,2,2,2,100000,1,35.0
5882,해외여행,52,2,6,4,2000000,2,28.0
5883,TV시청(IPTV포함),84,2,5,5,100000,1,18.0
5884,인터넷검색/1인미디어제작/SNS,52,2,4,5,80000,1,58.0
5885,산책및걷기,71,2,4,7,100000,2,35.0
5886,산책및걷기,80,2,6,5,60000,2,18.0
5887,"전시회관람(미술,사진,건축,디자인등)",7,2,2,3,500000,3,21.0
5888,TV시청(IPTV포함),39,2,4,6,30000,2,40.0
5889,어학/기술/자격증취득공부/학원등이용,38,2,4,7,300000,1,20.0
5890,"모바일컨텐츠,동영상,VOD시청",40,2,2,3,200000,1,28.0
5891,TV시청(IPTV포함),74,2,6,4,50000,1,21.0
5892,"전시회관람(미술,사진,건축,디자인등)",1,2,4,3,40000,1,14.0
5893,TV시청(IPTV포함),63,2,4,5,50000,1,6.0
5894,수영,25,2,6,7,170000,5,35.0
5895,게임(온라인/모바일/콘솔게임등),59,1,3,4,500000,1,55.0
5896,요가/필라테스/태보,30,2,5,7,200000,1,32.0
5897,수집활동(스크랩포함),49,1,2,4,100000,1,22.0
5898,TV시청(IPTV포함),41,2,4,4,200000,2,7.0
5899,영화관람,7,1,5,7,150000,2,16.0
5900,친구만남/이성교제/미팅/소개팅,86,2,2,5,400000,3,32.0
5901,독서(웹소설포함),73,2,3,7,300000,1,7.0
5902,쇼핑/외식,77,1,5,7,100000,3,16.0
5903,반려동물돌보기,64,2,2,1,100000,1,18.0
5904,"농구,배구,야구,축구,족구",20,1,1,5,500000,3,40.0
5905,등산,55,1,6,5,50000,3,14.0
5906,"모바일컨텐츠,동영상,VOD시청",51,2,2,7,200000,1,18.0
5907,낮잠,71,2,2,7,300000,1,18.0
5908,산책및걷기,71,2,2,7,200000,2,27.0
5909,요가/필라테스/태보,30,2,2,7,100000,1,23.0
5910,헬스(보디빌딩)/에어로빅,29,1,3,1,30000,1,7.0
5911,영화관람,39,2,1,5,50000,2,18.0
5912,영화관람,83,2,1,4,30000,2,18.0
5913,"모바일컨텐츠,동영상,VOD시청",86,2,3,7,300000,1,14.0
5914,"모바일컨텐츠,동영상,VOD시청",65,2,5,7,100000,1,39.0
5915,음악감상,86,2,2,3,300000,1,35.0
5916,음악감상,86,2,2,3,80000,1,31.0
5917,헬스(보디빌딩)/에어로빅,71,1,4,5,300000,1,21.0
5918,"모바일컨텐츠,동영상,VOD시청",63,1,3,5,200000,1,23.0
5919,영화관람,7,1,5,5,150000,2,21.0
5920,어학/기술/자격증취득공부/학원등이용,42,2,2,7,100000,1,41.0
5921,영화관람,29,1,3,7,200000,1,25.0
5922,헬스(보디빌딩)/에어로빅,20,1,5,6,200000,1,27.0
5923,인터넷검색/1인미디어제작/SNS,86,2,1,4,50000,1,22.0
5924,수영,25,1,4,4,50000,1,49.0
5925,TV시청(IPTV포함),7,2,3,5,300000,2,21.0
5926,"모바일컨텐츠,동영상,VOD시청",52,2,2,4,500000,1,27.0
5927,"전시회관람(미술,사진,건축,디자인등)",1,2,2,7,300000,3,30.0
5928,친구만남/이성교제/미팅/소개팅,39,2,2,7,150000,3,27.0
5929,등산,55,2,5,7,100000,2,54.0
5930,인터넷검색/1인미디어제작/SNS,1,2,1,5,500000,1,35.0
5931,어학/기술/자격증취득공부/학원등이용,81,2,2,6,300000,1,42.0
5932,TV시청(IPTV포함),77,1,4,1,100000,1,35.0
5933,"모바일컨텐츠,동영상,VOD시청",29,2,3,4,70000,1,11.0
5934,인터넷검색/1인미디어제작/SNS,58,2,1,3,70000,1,46.0
5935,독서(웹소설포함),58,2,2,5,100000,1,23.0
5936,당구/포켓볼,22,1,1,6,300000,3,50.0
5937,"모바일컨텐츠,동영상,VOD시청",75,2,2,6,50000,1,37.5
5938,인터넷검색/1인미디어제작/SNS,75,2,3,4,50000,1,13.0
5939,산책및걷기,8,2,3,5,200000,1,14.0
5940,친구만남/이성교제/미팅/소개팅,86,2,2,7,50000,3,18.0
5941,TV시청(IPTV포함),86,1,3,7,300000,2,31.0
5942,"모바일컨텐츠,동영상,VOD시청",75,2,2,6,10000,1,26.0
5943,산책및걷기,67,2,4,3,50000,1,25.0
5944,게임(온라인/모바일/콘솔게임등),59,1,2,3,200000,1,56.0
5945,골프,24,1,5,7,200000,1,16.0
5946,어학/기술/자격증취득공부/학원등이용,68,2,2,7,400000,1,30.0
5947,만화보기(웹툰포함),1,1,2,1,70000,1,23.0
5948,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),39,1,3,6,500000,1,31.0
5949,"모바일컨텐츠,동영상,VOD시청",12,2,4,5,300000,1,30.0
5950,"모바일컨텐츠,동영상,VOD시청",5,2,1,7,100000,1,35.0
5951,"모바일컨텐츠,동영상,VOD시청",63,2,1,5,100000,1,18.0
5952,육상/조깅/속보,32,1,2,5,120000,1,45.0
5953,요가/필라테스/태보,30,2,5,6,200000,1,9.0
5954,인터넷검색/1인미디어제작/SNS,58,2,2,5,200000,1,36.0
5955,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,2,7,15000,3,27.0
5956,인터넷검색/1인미디어제작/SNS,42,2,2,1,50000,1,31.0
5957,"미술활동(그림,서예,조각,디자인,도예,만화등)",11,2,6,4,200000,1,23.0
5958,요리하기/다도,42,2,3,4,150000,1,46.0
5959,독서(웹소설포함),75,2,2,7,120000,1,25.0
5960,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",17,2,2,7,200000,1,46.0
5961,영화관람,41,2,2,7,0,1,34.0
5962,요가/필라테스/태보,30,2,5,6,1000000,1,51.0
5963,산책및걷기,30,1,2,5,70000,1,16.0
5964,산책및걷기,71,2,4,7,30000,1,27.0
5965,TV시청(IPTV포함),77,2,5,5,100000,1,22.0
5966,음악감상,77,2,2,6,70000,1,25.0
5967,TV시청(IPTV포함),74,2,6,5,20000,2,20.0
5968,헬스(보디빌딩)/에어로빅,29,2,4,4,100000,1,21.0
5969,TV시청(IPTV포함),59,1,2,7,150000,2,30.0
5970,TV시청(IPTV포함),1,1,3,4,200000,2,35.0
5971,어학/기술/자격증취득공부/학원등이용,68,2,2,3,150000,1,49.0
5972,요가/필라테스/태보,65,2,2,7,30000,1,18.0
5973,"모바일컨텐츠,동영상,VOD시청",7,2,3,7,100000,1,36.0
5974,골프,24,1,3,3,600000,3,45.0
5975,라디오/팟캐스트청취,7,1,6,7,350000,1,30.0
5976,음악감상,50,2,2,6,500000,1,28.0
5977,"모바일컨텐츠,동영상,VOD시청",30,2,2,1,60000,1,32.0
5978,게임(온라인/모바일/콘솔게임등),7,1,2,5,50000,1,14.0
5979,게임(온라인/모바일/콘솔게임등),86,1,2,1,500000,1,56.0
5980,"모바일컨텐츠,동영상,VOD시청",35,2,2,7,150000,1,40.0
5981,요가/필라테스/태보,30,2,2,3,130000,1,7.0
5982,헬스(보디빌딩)/에어로빅,29,2,2,5,100000,1,25.0
5983,"모바일컨텐츠,동영상,VOD시청",75,2,2,7,10000,1,45.0
5984,국내캠핑,41,2,4,7,500000,2,20.0
5985,산책및걷기,24,2,3,5,500000,1,16.0
5986,헬스(보디빌딩)/에어로빅,29,2,3,6,80000,1,32.0
5987,골프,24,1,4,7,2000000,3,39.0
5988,"모바일컨텐츠,동영상,VOD시청",86,2,2,5,150000,1,34.0
5989,TV시청(IPTV포함),74,2,4,5,100000,1,44.0
5990,요리하기/다도,71,2,2,4,300000,1,21.0
5991,인터넷검색/1인미디어제작/SNS,58,2,2,1,300000,1,32.0
5992,인터넷검색/1인미디어제작/SNS,41,2,2,5,100000,1,16.0
5993,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),63,1,3,5,150000,1,14.0
5994,인터넷검색/1인미디어제작/SNS,86,2,2,7,200000,1,35.0
5995,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,2,4,5,100000,1,9.0
5996,독서(웹소설포함),25,2,2,3,150000,1,30.0
5997,음악감상,12,2,5,7,150000,1,25.0
5998,산책및걷기,71,2,6,5,50000,3,23.0
5999,TV시청(IPTV포함),25,2,3,6,200000,2,27.0
6000,반려동물돌보기,64,2,2,1,200000,1,40.0
6001,산책및걷기,65,2,4,7,200000,2,20.0
6002,게임(온라인/모바일/콘솔게임등),7,2,1,6,30000,1,24.0
6003,사이클링/산악자전거,35,2,2,4,300000,5,25.5
6004,종교활동,81,2,2,6,400000,1,40.0
6005,영화관람,71,2,5,6,50000,2,16.0
6006,친구만남/이성교제/미팅/소개팅,86,2,2,7,400000,3,25.0
6007,영화관람,1,1,3,7,20000,3,9.0
6008,"전시회관람(미술,사진,건축,디자인등)",1,2,4,6,10000,3,16.0
6009,인터넷검색/1인미디어제작/SNS,19,1,2,7,200000,1,35.0
6010,TV시청(IPTV포함),5,2,5,3,100000,1,23.0
6011,"미술활동(그림,서예,조각,디자인,도예,만화등)",65,1,3,3,500000,1,35.0
6012,음주,64,1,2,7,200000,3,27.0
6013,글짓기/독서토론,10,1,5,7,100000,2,10.5
6014,TV시청(IPTV포함),13,2,7,2,200000,2,98.0
6015,자동차드라이브,48,1,6,2,100000,2,36.0
6016,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,5,7,100000,5,17.0
6017,계모임/동창회/사교(파티)모임,86,2,5,4,150000,1,13.0
6018,헬스(보디빌딩)/에어로빅,29,2,4,6,50000,1,9.0
6019,산책및걷기,42,1,4,6,300000,2,32.0
6020,바둑/장기/체스,61,1,7,7,500000,1,35.0
6021,종교활동,81,2,2,5,50000,1,33.0
6022,TV시청(IPTV포함),4,2,5,6,50000,2,70.0
6023,TV시청(IPTV포함),41,1,5,6,320000,2,25.0
6024,TV시청(IPTV포함),81,2,4,7,300000,2,32.0
6025,국내캠핑,41,2,4,2,200000,2,18.0
6026,친구만남/이성교제/미팅/소개팅,86,2,1,5,200000,3,31.0
6027,"볼링,탁구",32,1,1,6,200000,3,40.0
6028,"모바일컨텐츠,동영상,VOD시청",12,1,3,5,300000,1,46.0
6029,"모바일컨텐츠,동영상,VOD시청",12,2,4,7,150000,1,37.0
6030,"전시회관람(미술,사진,건축,디자인등)",71,1,5,7,100000,2,18.0
6031,인터넷검색/1인미디어제작/SNS,65,2,1,7,70000,1,60.0
6032,친구만남/이성교제/미팅/소개팅,61,2,5,7,200000,3,18.0
6033,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,3,4,150000,4,18.0
6034,만화보기(웹툰포함),12,1,5,7,200000,1,27.0
6035,헬스(보디빌딩)/에어로빅,41,1,3,7,200000,1,25.0
6036,"음악연주회관람(클래식,오페라등)",56,1,1,7,200000,2,44.0
6037,음악감상,77,2,5,4,200000,1,29.0
6038,국내캠핑,41,2,4,4,250000,2,24.0
6039,TV시청(IPTV포함),30,2,4,5,100000,2,45.0
6040,쇼핑/외식,81,2,5,3,500000,1,35.0
6041,요가/필라테스/태보,30,2,3,7,250000,1,21.5
6042,인터넷검색/1인미디어제작/SNS,1,2,4,5,150000,1,13.5
6043,산책및걷기,59,1,4,7,250000,2,25.0
6044,종교활동,81,1,5,5,300000,4,23.0
6045,"모바일컨텐츠,동영상,VOD시청",35,1,3,7,150000,1,39.0
6046,영화관람,59,1,1,7,100000,3,45.0
6047,헬스(보디빌딩)/에어로빅,29,1,3,4,50000,1,22.0
6048,친구만남/이성교제/미팅/소개팅,7,2,1,5,150000,3,41.0
6049,악기연주/노래교실,12,2,4,7,300000,5,37.0
6050,산책및걷기,71,1,3,6,70000,1,14.0
6051,연극공연관람(뮤지컬포함),5,1,7,3,70000,1,28.0
6052,"미용(피부관리,헤어관리,네일아트,마사지,성형등)",84,2,1,4,150000,2,29.0
6053,골프,24,1,4,7,600000,5,36.0
6054,헬스(보디빌딩)/에어로빅,29,2,3,6,200000,1,39.0
6055,TV시청(IPTV포함),80,2,5,4,150000,2,58.0
6056,TV시청(IPTV포함),11,2,5,4,100000,1,14.0
6057,독서(웹소설포함),41,2,2,5,100000,1,16.0
6058,게임(온라인/모바일/콘솔게임등),29,2,2,6,80000,1,19.0
6059,"원예(화분,화단가꾸기등)",70,1,6,7,200000,2,18.0
6060,쇼핑/외식,43,1,7,4,300000,2,36.0
6061,당구/포켓볼,46,1,1,3,100000,3,25.0
6062,TV시청(IPTV포함),86,1,2,7,200000,2,27.0
6063,테마파크가기/놀이공원/동물원/식물원가기,72,2,2,3,100000,1,25.0
6064,요리하기/다도,51,2,1,7,50000,1,13.0
6065,음악감상,77,2,2,4,10000,1,7.0
6066,수영,42,2,4,6,500000,1,18.0
6067,헬스(보디빌딩)/에어로빅,29,1,3,7,500000,1,45.0
6068,수영,29,2,2,7,250000,1,14.5
6069,"모바일컨텐츠,동영상,VOD시청",75,1,1,7,200000,1,16.0
6070,TV시청(IPTV포함),64,2,2,4,150000,1,18.0
6071,TV시청(IPTV포함),80,1,5,5,100000,1,35.0
6072,산책및걷기,39,2,7,2,50000,1,35.0
6073,TV시청(IPTV포함),51,2,5,6,100000,2,25.0
6074,산책및걷기,71,2,4,3,50000,2,36.0
6075,게임(온라인/모바일/콘솔게임등),59,1,3,6,150000,1,27.0
6076,악기연주/노래교실,12,1,4,7,300000,1,16.0
6077,낮잠,67,2,2,5,300000,1,36.0
6078,박물관관람,41,1,3,6,200000,2,16.0
6079,TV시청(IPTV포함),43,2,3,5,50000,1,35.0
6080,게임(온라인/모바일/콘솔게임등),59,1,3,4,150000,1,16.0
6081,반려동물돌보기,52,2,2,7,100000,1,42.0
6082,TV시청(IPTV포함),13,2,6,5,20000,1,30.0
6083,악기연주/노래교실,12,2,1,6,400000,1,23.0
6084,악기연주/노래교실,24,1,3,7,500000,1,18.0
6085,"스포츠경기직접관람-경기장방문관람(축구,야구,농구,배구등)",12,2,4,5,100000,2,11.0
6086,"원예(화분,화단가꾸기등)",70,1,6,4,200000,5,25.0
6087,인터넷검색/1인미디어제작/SNS,58,2,3,3,50000,1,14.0
6088,"모바일컨텐츠,동영상,VOD시청",1,1,1,5,50000,1,26.0
6089,TV시청(IPTV포함),12,1,4,5,100000,2,31.0
6090,게임(온라인/모바일/콘솔게임등),59,1,1,6,20000,1,18.0
6091,산책및걷기,71,1,5,2,100000,1,27.0
6092,등산,55,2,2,6,200000,2,11.0
6093,"모바일컨텐츠,동영상,VOD시청",63,2,3,3,400000,1,12.5
6094,TV시청(IPTV포함),48,1,3,6,200000,2,22.0
6095,TV시청(IPTV포함),59,1,3,4,150000,2,13.0
6096,수영,25,2,7,1,20000,3,11.0
6097,TV시청(IPTV포함),55,1,6,2,100000,2,29.0
6098,"스포츠경기간접관람-TV,DMB를통한관람(축구,야구,농구,배구등)",41,1,3,5,60000,1,31.0
6099,"모바일컨텐츠,동영상,VOD시청",43,2,3,4,400000,2,32.0
6100,음악감상,77,2,3,4,50000,1,13.0
6101,TV시청(IPTV포함),64,1,4,6,400000,2,31.0
6102,TV시청(IPTV포함),41,1,3,6,150000,1,22.0
6103,TV시청(IPTV포함),55,2,5,6,100000,2,28.0
6104,헬스(보디빌딩)/에어로빅,40,2,2,5,100000,1,13.0
6105,골프,24,2,5,7,200000,2,25.0
6106,"전시회관람(미술,사진,건축,디자인등)",1,1,4,4,150000,2,35.0
6107,잡담/통화하기/문자보내기(모바일메신저메시지사용포함),84,2,4,5,50000,1,2.0
6108,TV시청(IPTV포함),77,2,3,3,100000,1,25.0
6109,TV시청(IPTV포함),74,2,6,2,80000,1,42.0
6110,사회봉사활동,80,2,4,4,1000000,1,36.0
6111,TV시청(IPTV포함),63,2,6,4,100000,1,25.0
6112,"전시회관람(미술,사진,건축,디자인등)",8,2,1,5,10000,3,25.0
6113,헬스(보디빌딩)/에어로빅,29,2,3,6,150000,1,41.0
6114,독서(웹소설포함),65,2,3,5,100000,1,14.0
6115,TV시청(IPTV포함),75,2,4,7,100000,2,28.0
6116,인터넷검색/1인미디어제작/SNS,86,2,2,3,150000,1,36.0
6117,산책및걷기,41,2,3,7,100000,2,23.0
6118,"모바일컨텐츠,동영상,VOD시청",75,2,2,7,100000,1,56.0
6119,"모바일컨텐츠,동영상,VOD시청",25,1,2,3,150000,1,38.0
6120,"배드민턴/줄넘기/맨손,스트레칭체조/훌라후프",31,1,3,4,100000,1,14.0
